Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,symbol
2022-12-05,147.77,150.9199,145.77,146.63,146.407010711452,68826442.0,0.0,1.0,AAPL
2022-12-02,145.96,148.0,145.65,147.81,147.585216212642,65447446.0,0.0,1.0,AAPL
2022-12-01,148.21,149.13,146.61,148.31,148.084455831791,71250416.0,0.0,1.0,AAPL
2022-11-30,141.395,148.72,140.55,148.03,147.804881645067,111380880.0,0.0,1.0,AAPL
2022-11-29,144.29,144.81,140.355,141.17,140.955314070352,83763803.0,0.0,1.0,AAPL
2022-11-28,145.14,146.64,143.38,144.22,144.000675747157,69346522.0,0.0,1.0,AAPL
2022-11-25,148.305,148.88,147.12,148.11,147.884759984131,35195860.0,0.0,1.0,AAPL
2022-11-23,149.45,151.83,149.34,151.07,150.84025852949,58301395.0,0.0,1.0,AAPL
2022-11-22,148.13,150.42,146.925,150.18,149.951612007405,51804132.0,0.0,1.0,AAPL
2022-11-21,150.16,150.37,147.715,148.01,147.784912060302,58724070.0,0.0,1.0,AAPL
2022-11-18,152.305,152.7,149.97,151.29,151.059923961915,74829573.0,0.0,1.0,AAPL
2022-11-17,146.43,151.48,146.15,150.72,150.490790796086,80389400.0,0.0,1.0,AAPL
2022-11-16,149.13,149.87,147.29,148.79,148.563725866173,64218266.0,0.0,1.0,AAPL
2022-11-15,152.215,153.59,148.5613,150.04,149.811824914044,89868332.0,0.0,1.0,AAPL
2022-11-14,148.97,150.28,147.43,148.28,148.054501454642,73374114.0,0.0,1.0,AAPL
2022-11-11,145.82,150.01,144.37,149.7,149.472341973023,93979665.0,0.0,1.0,AAPL
2022-11-10,141.24,146.87,139.5,146.87,146.646645728643,118854028.0,0.0,1.0,AAPL
2022-11-09,138.5,138.55,134.5933,134.87,134.664894869082,74917794.0,0.0,1.0,AAPL
2022-11-08,140.41,141.43,137.49,139.5,139.287853742396,89908477.0,0.0,1.0,AAPL
2022-11-07,137.11,139.145,135.671,138.92,138.708735784184,83374628.0,0.0,1.0,AAPL
2022-11-04,142.09,142.67,134.38,138.38,138.169556995504,140814796.0,0.23,1.0,AAPL
2022-11-03,142.06,142.8,138.75,138.88,138.438699051552,97918516.0,0.0,1.0,AAPL
2022-11-02,148.945,152.17,145.0,145.03,144.569156994863,93604623.0,0.0,1.0,AAPL
2022-11-01,155.08,155.45,149.13,150.65,150.171299050376,80379345.0,0.0,1.0,AAPL
2022-10-31,153.155,154.24,151.92,153.34,152.852751386556,97943171.0,0.0,1.0,AAPL
2022-10-28,148.2,157.5,147.82,155.74,155.245125218092,164762371.0,0.0,1.0,AAPL
2022-10-27,148.07,149.046,144.13,144.8,144.339887836007,109180150.0,0.0,1.0,AAPL
2022-10-26,150.96,151.99,148.04,149.35,148.875429891628,88436172.0,0.0,1.0,AAPL
2022-10-25,150.09,152.49,149.36,152.34,151.85592895675,74732290.0,0.0,1.0,AAPL
2022-10-24,147.185,150.23,146.0,149.45,148.975112134608,75981918.0,0.0,1.0,AAPL
2022-10-21,142.87,147.8479,142.649,147.27,146.80203923763,86548609.0,0.0,1.0,AAPL
2022-10-20,143.02,145.89,142.65,143.39,142.93436820998,64521989.0,0.0,1.0,AAPL
2022-10-19,141.69,144.9492,141.5,143.86,143.402874751989,61758340.0,0.0,1.0,AAPL
2022-10-18,145.49,146.7,140.61,143.75,143.29322428471,99136610.0,0.0,1.0,AAPL
2022-10-17,141.065,142.9,140.27,142.41,141.957482228769,85250939.0,0.0,1.0,AAPL
2022-10-14,144.31,144.52,138.19,138.38,137.940287836648,88597969.0,0.0,1.0,AAPL
2022-10-13,134.99,143.59,134.37,142.99,142.535639238057,113223975.0,0.0,1.0,AAPL
2022-10-12,139.13,140.36,138.16,138.34,137.900414939456,70433744.0,0.0,1.0,AAPL
2022-10-11,139.9,141.35,138.22,138.98,138.538381294532,77033672.0,0.0,1.0,AAPL
2022-10-10,140.42,141.89,138.5729,140.42,139.973805593454,74899002.0,0.0,1.0,AAPL
2022-10-07,142.54,143.1,139.445,140.09,139.644854191618,85925559.0,0.0,1.0,AAPL
2022-10-06,145.81,147.54,145.22,145.43,144.967885966785,68402169.0,0.0,1.0,AAPL
2022-10-05,144.075,147.38,143.01,146.4,145.934803723698,79470968.0,0.0,1.0,AAPL
2022-10-04,145.03,146.22,144.26,146.1,145.635756994756,87830064.0,0.0,1.0,AAPL
2022-10-03,138.21,143.07,137.685,142.45,141.997355125961,114311663.0,0.0,1.0,AAPL
2022-09-30,141.28,143.1,138.0,138.2,137.760859799283,124925274.0,0.0,1.0,AAPL
2022-09-29,146.1,146.72,140.68,142.48,142.027259798856,128138237.0,0.0,1.0,AAPL
2022-09-28,147.64,150.6414,144.84,149.84,149.363872882233,146691387.0,0.0,1.0,AAPL
2022-09-27,152.74,154.72,149.945,151.76,151.277771947462,84442741.0,0.0,1.0,AAPL
2022-09-26,149.66,153.7701,149.64,150.77,150.290917741953,93339409.0,0.0,1.0,AAPL
2022-09-23,151.19,151.47,148.56,150.43,149.951998115819,96029909.0,0.0,1.0,AAPL
2022-09-22,152.38,154.47,150.91,152.74,152.254657928672,86264792.0,0.0,1.0,AAPL
2022-09-21,157.34,158.74,153.6,153.72,153.231543909883,101696790.0,0.0,1.0,AAPL
2022-09-20,153.4,158.08,153.08,156.9,156.401439236668,107689796.0,0.0,1.0,AAPL
2022-09-19,149.31,154.56,149.1,154.48,153.989128956536,81474246.0,0.0,1.0,AAPL
2022-09-16,151.21,151.35,148.37,150.7,150.221140171867,162278841.0,0.0,1.0,AAPL
2022-09-15,154.65,155.24,151.38,152.37,151.885833629644,90481110.0,0.0,1.0,AAPL
2022-09-14,154.785,157.1,153.6106,155.31,154.816491573275,87965409.0,0.0,1.0,AAPL
2022-09-13,159.9,160.54,153.37,153.84,153.35116260146,122656614.0,0.0,1.0,AAPL
2022-09-12,159.59,164.26,159.3,163.43,162.910689703306,104955962.0,0.0,1.0,AAPL
2022-09-09,155.47,157.82,154.75,157.37,156.869945778677,68081006.0,0.0,1.0,AAPL
2022-09-08,154.64,156.36,152.68,154.46,153.96919250794,84923847.0,0.0,1.0,AAPL
2022-09-07,154.825,156.67,153.61,155.96,155.46442615265,87449574.0,0.0,1.0,AAPL
2022-09-06,156.47,157.09,153.69,154.53,154.038970078026,73295539.0,0.0,1.0,AAPL
2022-09-02,159.75,160.362,154.965,155.81,155.314902788179,76957768.0,0.0,1.0,AAPL
2022-09-01,156.64,158.42,154.67,157.96,157.458071012263,74229896.0,0.0,1.0,AAPL
2022-08-31,160.305,160.58,157.14,157.22,156.720422414206,87991091.0,0.0,1.0,AAPL
2022-08-30,162.13,162.56,157.72,158.91,158.405052320579,77906197.0,0.0,1.0,AAPL
2022-08-29,161.145,162.9,159.82,161.38,160.867203722202,72724452.0,0.0,1.0,AAPL
2022-08-26,170.57,171.05,163.56,163.62,163.100085964969,78960980.0,0.0,1.0,AAPL
2022-08-25,168.78,170.14,168.35,170.03,169.48971774003,51218209.0,0.0,1.0,AAPL
2022-08-24,167.32,168.11,166.245,167.53,166.997661665513,53841524.0,0.0,1.0,AAPL
2022-08-23,167.08,168.71,166.65,167.23,166.698614936571,54147079.0,0.0,1.0,AAPL
2022-08-22,169.69,169.86,167.135,167.57,167.037534562705,69026809.0,0.0,1.0,AAPL
2022-08-19,173.03,173.74,171.3101,171.52,170.974983160442,70346295.0,0.0,1.0,AAPL
2022-08-18,173.75,174.9,173.12,174.15,173.596626150833,62290075.0,0.0,1.0,AAPL
2022-08-17,172.77,176.15,172.57,174.55,173.995355122756,79542037.0,0.0,1.0,AAPL
2022-08-16,172.78,173.71,171.6618,173.03,172.48018502945,56377050.0,0.0,1.0,AAPL
2022-08-15,171.52,173.39,171.345,173.19,172.639676618219,54091694.0,0.0,1.0,AAPL
2022-08-12,169.82,172.17,169.4,172.1,171.55314016973,68039382.0,0.0,1.0,AAPL
2022-08-11,170.06,170.99,168.19,168.49,167.954611198127,57149159.0,0.0,1.0,AAPL
2022-08-10,167.68,169.34,166.9,169.24,168.702228020482,70170540.0,0.0,1.0,AAPL
2022-08-09,164.02,165.82,163.25,164.92,164.395955123718,63135503.0,0.0,1.0,AAPL
2022-08-08,166.37,167.81,164.2,164.87,164.346114002227,60362338.0,0.0,1.0,AAPL
2022-08-05,163.21,165.85,163.0,165.35,164.824588768534,56696985.0,0.23,1.0,AAPL
2022-08-04,166.005,167.19,164.43,165.81,165.05353945954,55474144.0,0.0,1.0,AAPL
2022-08-03,160.84,166.59,160.75,166.13,165.372079551375,82507488.0,0.0,1.0,AAPL
2022-08-02,160.1,162.41,159.63,160.01,159.280000295043,59907025.0,0.0,1.0,AAPL
2022-08-01,161.01,163.59,160.89,161.51,160.773156975516,67829379.0,0.0,1.0,AAPL
2022-07-29,161.24,163.63,159.5,162.51,161.768594762499,101786860.0,0.0,1.0,AAPL
2022-07-28,156.98,157.64,154.41,157.35,156.63213578167,81378731.0,0.0,1.0,AAPL
2022-07-27,152.58,157.33,152.16,156.79,156.07469062096,78620688.0,0.0,1.0,AAPL
2022-07-26,152.265,153.085,150.8,151.6,150.908368506521,55138691.0,0.0,1.0,AAPL
2022-07-25,154.01,155.04,152.28,152.95,152.252209518948,53623945.0,0.0,1.0,AAPL
2022-07-22,155.39,156.28,153.41,154.09,153.387008596107,66675408.0,0.0,1.0,AAPL
2022-07-21,154.5,155.57,151.94,155.35,154.641260207705,65086636.0,0.0,1.0,AAPL
2022-07-20,151.12,153.72,150.37,153.04,152.341798919776,64823413.0,0.0,1.0,AAPL
2022-07-19,147.92,151.23,146.91,151.0,150.311105834332,82982367.0,0.0,1.0,AAPL
2022-07-18,150.74,151.57,146.7,147.07,146.399035331491,81420868.0,0.0,1.0,AAPL
2022-07-15,149.78,150.86,148.2,150.17,149.484892471137,76259931.0,0.0,1.0,AAPL
2022-07-14,144.08,148.95,143.25,148.47,147.792648233267,78140744.0,0.0,1.0,AAPL
2022-07-13,142.99,146.45,142.1201,145.49,144.826243628059,71185560.0,0.0,1.0,AAPL
2022-07-12,145.76,148.45,145.05,145.86,145.194555609243,77588759.0,0.0,1.0,AAPL
2022-07-11,145.67,146.64,143.78,144.87,144.20907220013,63305113.0,0.0,1.0,AAPL
2022-07-08,145.265,147.55,145.0,147.04,146.369172197882,64547798.0,0.0,1.0,AAPL
2022-07-07,143.29,146.55,143.28,146.35,145.682320124864,66253709.0,0.0,1.0,AAPL
2022-07-06,141.355,144.12,141.08,142.92,142.267968515515,74064254.0,0.0,1.0,AAPL
2022-07-05,137.77,141.61,136.93,141.56,140.914173125219,73429641.0,0.0,1.0,AAPL
2022-07-01,136.04,139.04,135.66,138.93,138.296171745455,71051552.0,0.0,1.0,AAPL
2022-06-30,137.25,138.37,133.7737,136.72,136.096254236224,98964467.0,0.0,1.0,AAPL
2022-06-29,137.46,140.67,136.67,139.23,138.59480308155,66242411.0,0.0,1.0,AAPL
2022-06-28,142.13,143.422,137.325,137.44,136.812969442852,67315328.0,0.0,1.0,AAPL
2022-06-27,142.695,143.49,140.965,141.66,141.013716903917,70207908.0,0.0,1.0,AAPL
2022-06-24,139.9,141.91,139.77,141.66,141.013716903917,89116837.0,0.0,1.0,AAPL
2022-06-23,136.82,138.59,135.63,138.27,137.639182806047,72433768.0,0.0,1.0,AAPL
2022-06-22,134.79,137.76,133.91,135.35,134.732504468059,73409234.0,0.0,1.0,AAPL
2022-06-21,133.42,137.06,133.32,135.87,135.250132117289,81000488.0,0.0,1.0,AAPL
2022-06-17,130.065,133.079,129.81,131.56,130.959795255396,134520290.0,0.0,1.0,AAPL
2022-06-16,132.08,132.39,129.04,130.06,129.466638574922,107961508.0,0.0,1.0,AAPL
2022-06-15,134.29,137.34,132.16,135.43,134.812139491017,91532972.0,0.0,1.0,AAPL
2022-06-14,133.13,133.89,131.48,132.76,132.154320599774,84784326.0,0.0,1.0,AAPL
2022-06-13,132.87,135.2,131.44,131.88,131.27833534723,122207099.0,0.0,1.0,AAPL
2022-06-10,140.28,140.76,137.06,137.13,136.504383728887,91566637.0,0.0,1.0,AAPL
2022-06-09,147.08,147.95,142.53,142.64,141.98924593516,69472976.0,0.0,1.0,AAPL
2022-06-08,148.58,149.8697,147.46,147.96,147.284974961906,53950201.0,0.0,1.0,AAPL
2022-06-07,144.345,149.0,144.1,148.71,148.031553302143,67808150.0,0.0,1.0,AAPL
2022-06-06,147.03,148.5689,144.9,146.14,145.473278189598,71598380.0,0.0,1.0,AAPL
2022-06-03,146.9,147.97,144.46,145.38,144.716745471491,88570289.0,0.0,1.0,AAPL
2022-06-02,147.83,151.27,146.86,151.21,150.520147769598,72348055.0,0.0,1.0,AAPL
2022-06-01,149.9,151.74,147.68,148.71,148.031553302143,74286635.0,0.0,1.0,AAPL
2022-05-31,149.07,150.66,146.84,148.84,148.16096021445,103718416.0,0.0,1.0,AAPL
2022-05-27,145.39,149.68,145.26,149.64,148.957310444036,90978503.0,0.0,1.0,AAPL
2022-05-26,137.39,144.34,137.14,143.78,143.12404501232,90601548.0,0.0,1.0,AAPL
2022-05-25,138.43,141.785,138.34,140.52,139.878917826757,92482696.0,0.0,1.0,AAPL
2022-05-24,140.805,141.97,137.33,140.36,139.71964778084,104132746.0,0.0,1.0,AAPL
2022-05-23,137.79,143.26,137.65,143.11,142.457101695041,117726265.0,0.0,1.0,AAPL
2022-05-20,139.09,140.7,132.61,137.59,136.962285110899,137426125.0,0.0,1.0,AAPL
2022-05-19,139.88,141.66,136.6,137.35,136.723380042023,136095640.0,0.0,1.0,AAPL
2022-05-18,146.85,147.3601,139.9,140.82,140.177549162852,109742890.0,0.0,1.0,AAPL
2022-05-17,148.86,149.77,146.68,149.24,148.559135329243,78336254.0,0.0,1.0,AAPL
2022-05-16,145.55,147.5199,144.18,145.54,144.876015517409,86643781.0,0.0,1.0,AAPL
2022-05-13,144.59,148.105,143.11,147.11,146.438852842971,113990852.0,0.0,1.0,AAPL
2022-05-12,142.77,146.2,138.8,142.56,141.909610912201,182602041.0,0.0,1.0,AAPL
2022-05-11,153.5,155.45,145.81,146.5,145.831635792912,142689825.0,0.0,1.0,AAPL
2022-05-10,155.52,156.74,152.93,154.51,153.80509246664,115366736.0,0.0,1.0,AAPL
2022-05-09,154.925,155.83,151.49,152.06,151.366269888533,131577921.0,0.0,1.0,AAPL
2022-05-06,156.01,159.44,154.18,157.28,156.562455136581,116124647.0,0.23,1.0,AAPL
2022-05-05,163.85,164.08,154.95,156.77,155.826906810754,130525275.0,0.0,1.0,AAPL
2022-05-04,159.67,166.48,159.26,166.02,165.021260883596,107521649.0,0.0,1.0,AAPL
2022-05-03,158.15,160.71,156.32,159.48,158.52060405804,88966526.0,0.0,1.0,AAPL
2022-05-02,156.71,158.23,153.27,157.96,157.009748037422,123055265.0,0.0,1.0,AAPL
2022-04-29,161.84,166.2,157.25,157.65,156.701612927954,131747571.0,0.0,1.0,AAPL
2022-04-28,159.25,164.515,158.93,163.64,162.655578430259,130216792.0,0.0,1.0,AAPL
2022-04-27,155.91,159.79,155.38,156.57,155.628109965936,88063191.0,0.0,1.0,AAPL
2022-04-26,162.25,162.34,156.72,156.8,155.856726337476,94008394.0,0.0,1.0,AAPL
2022-04-25,161.12,163.17,158.46,162.88,161.90015041995,96046376.0,0.0,1.0,AAPL
2022-04-22,166.46,167.8699,161.5,161.79,160.816707615691,84882424.0,0.0,1.0,AAPL
2022-04-21,168.91,171.53,165.91,166.42,165.418854573232,87227768.0,0.0,1.0,AAPL
2022-04-20,168.76,168.88,166.1,167.23,166.223981794746,67718110.0,0.0,1.0,AAPL
2022-04-19,165.02,167.82,163.91,167.4,166.392959112842,67723833.0,0.0,1.0,AAPL
2022-04-18,163.92,166.5984,163.57,165.07,164.076975870709,69023941.0,0.0,1.0,AAPL
2022-04-14,170.62,171.27,165.04,165.29,164.295652400009,75329376.0,0.0,1.0,AAPL
2022-04-13,167.39,171.04,166.77,170.4,169.374911785115,70618925.0,0.0,1.0,AAPL
2022-04-12,168.02,169.87,166.64,167.66,166.651395011105,79265181.0,0.0,1.0,AAPL
2022-04-11,168.71,169.03,165.5,165.75,164.752885143091,72246706.0,0.0,1.0,AAPL
2022-04-08,171.78,171.78,169.2,170.09,169.066776675647,76575508.0,0.0,1.0,AAPL
2022-04-07,171.16,173.36,169.85,172.14,171.104444335033,77594650.0,0.0,1.0,AAPL
2022-04-06,172.36,173.63,170.13,171.83,170.796309225565,89058782.0,0.0,1.0,AAPL
2022-04-05,177.5,178.3,174.415,175.06,174.006878269379,70902999.0,0.0,1.0,AAPL
2022-04-04,174.57,178.49,174.44,178.44,177.366544946807,76545983.0,0.0,1.0,AAPL
2022-04-01,174.03,174.88,171.94,174.31,173.261390101311,78751328.0,0.0,1.0,AAPL
2022-03-31,177.84,178.03,174.4,174.61,173.559585368538,103049285.0,0.0,1.0,AAPL
2022-03-30,178.55,179.61,176.7,177.77,176.700575516666,92633154.0,0.0,1.0,AAPL
2022-03-29,176.69,179.01,176.34,178.96,177.883416743334,100589440.0,0.0,1.0,AAPL
2022-03-28,172.17,175.73,172.0,175.6,174.543629750388,90371916.0,0.0,1.0,AAPL
2022-03-25,173.88,175.28,172.75,174.72,173.668923633188,80281664.0,0.0,1.0,AAPL
2022-03-24,171.06,174.14,170.21,174.07,173.022833887529,90131418.0,0.0,1.0,AAPL
2022-03-23,167.99,172.64,167.65,170.21,169.186054782537,98062674.0,0.0,1.0,AAPL
2022-03-22,165.51,169.42,164.91,168.82,167.804416711051,80979755.0,0.0,1.0,AAPL
2022-03-21,163.51,166.35,163.015,165.38,164.385110980178,89029269.0,0.0,1.0,AAPL
2022-03-18,160.51,164.48,159.76,163.98,162.99353306645,122055535.0,0.0,1.0,AAPL
2022-03-17,158.61,161.0,157.63,160.62,159.653746073504,75615376.0,0.0,1.0,AAPL
2022-03-16,157.05,160.0,154.46,159.59,158.629942322691,102300157.0,0.0,1.0,AAPL
2022-03-15,150.9,155.57,150.38,155.09,154.157013314281,92964302.0,0.0,1.0,AAPL
2022-03-14,151.45,154.12,150.1,150.62,149.713903832594,108732111.0,0.0,1.0,AAPL
2022-03-11,158.93,159.28,154.5,154.73,153.799178993608,96970102.0,0.0,1.0,AAPL
2022-03-10,160.2,160.39,155.98,158.52,157.566379202913,105342033.0,0.0,1.0,AAPL
2022-03-09,161.475,163.41,159.41,162.95,161.969729315636,91454905.0,0.0,1.0,AAPL
2022-03-08,158.82,162.88,155.8,157.44,156.492876240895,131148280.0,0.0,1.0,AAPL
2022-03-07,163.36,165.02,159.04,159.3,158.341686897704,96418845.0,0.0,1.0,AAPL
2022-03-04,164.49,165.55,162.1,163.17,162.188405844936,83819592.0,0.0,1.0,AAPL
2022-03-03,168.47,168.91,165.55,166.23,165.229997570655,76678441.0,0.0,1.0,AAPL
2022-03-02,164.39,167.36,162.95,166.56,165.558012364605,79724750.0,0.0,1.0,AAPL
2022-03-01,164.695,166.6,161.97,163.2,162.218225371659,83474425.0,0.0,1.0,AAPL
2022-02-28,163.06,165.42,162.43,165.12,164.126675081914,95056629.0,0.0,1.0,AAPL
2022-02-25,163.84,165.12,160.8738,164.85,163.858299341409,91974222.0,0.0,1.0,AAPL
2022-02-24,152.58,162.85,152.0,162.74,161.760992628577,141147540.0,0.0,1.0,AAPL
